66,"Circle O is the circumscribed circle of m \triangle ABC. It is known that m \angle ABO = 30??, then the size of m \angle ACB is ()"
69,"AB is the diameter of Circle O, points C and D are on Circle O, m \angle BAC = 50??, then m \angle ADC is ()"
70,"It is known that m \triangle OAD \cong m \triangle OBC, and m \angle O = 70??, m \angle C = 25??, then m \angle OAD = ()"
72,"Circle O is the circumscribed circle of m \triangle ABC. If m \angle ABC = 40??, then the degree of m \angle AOC is ()"
75,"BO and CO bisect m \angle ABC and m \angle ACB respectively, MN \parallel BC. If AB = 36, AC = 24, then the perimeter of m \triangle AMN is ()"
78,"a \parallel b,m \angle 1 = 130??, then the degree of m \angle 2 is equal to ()"
79,"in m \triangle ABC, m \angle C = 90??, point D is on the side of AC, DE \parallel AB, if m \angle ADE = 46??, then the degree of m \angle B is ()"
81,"AB \parallel CD, point E is on BC, and CD = CE, m \angle D = 74??, then the degree of m \angle B is ()"
82,"in m \triangle ABC, m \angle A = 90??, point D is on the side of AC, DE \parallel BC, if m \angle 1 = 145??, then the degree of m \angle B is ()"
83,"AB \parallel CD, BC \parallel DE, if m \angle B = 40??, then the degree of m \angle D is ()"
84,"the three vertices of m \triangle ABC are on straight lines a and b respectively, and a \parallel b. If m \angle 1 = 120?? and m \angle 2 = 80??, then the degree of m \angle 3 is ()"
86,"AB \parallel CD, point E is on the extension line of CA. If m \angle BAE = 40??, then the size of m \angle ACD is ()"
87,"AB \parallel CD, AF intersect CD at point O, and OF bisects m \angle EOD. If m \angle A = 34??, then the degree of m \angle EOD is ()"
89,"the quadrilateral ABCD is an inscribed quadrilateral of Circle O. If m \angle BCD = 110??, then the degree of m \angle BAD is ()"
90,"it is known that AB \parallel CD and EA are the bisectors of m \angle CEB. If m \angle BED = 40??, then the degree of m \angle A is ()"
92,"AB = AC,AD \parallel BC,m \angle BAC = 100??, then the degree of m \angle CAD is ()"
93,"AB \parallel CD, point E is on the extension line of CB. If m \angle ABE = 70??, then the degree of m \angle ECD is ()"
95,"After putting some oil into a cylindrical oil \tan k with a diameter of 200cm, the cross-section is as shown in the figure. If the width of the oil surface AB = 160cm, then the maximum depth of the oil is ()"
98,the length of the busbar of the conical mold is 10cm and the bottom radius is 5cm. Then the side area of the conical mold is ()
100,"in m \triangle ABC, point D is on BC, AB = AD = DC, m \angle B = 80??, then the degree of m \angle C is ()"
101,"BD bisects m \angle ABC and CD \parallel AB. If m \angle BCD = 70??, then the degree of m \angle CDB is ()"
102,"it is known that AB \parallel CD, AD bisect m \angle BAE, m \angle D = 38??, then the degree of m \angle AEC is ()"
103,"AB and Circle O are \tan gent to point B, and the extension line of AO intersects Circle O to point C and connects BC. If m \angle A = 36??, then m \angle C is equal to ()"
104,"in the quadrilateral ABCD inscribed in a circle, if m \angle C = 80??, then m \angle A is equal to ()"
105,"in m \triangle ABC, m \angle ABC = 50??, m \angle ACB = 80??, BP bisects m \angle ABC, CP bisects m \angle ACB, then the size of m \angle BPC is ()"
107,"it is known that AB \parallel CD, m \angle 1 = 56??, then the degree of m \angle 2 is ()"
108,"BC is the diameter of Circle O, AD is perpendicular to BC, if m \angle D = 36??, then the degree of m \angle BAD is ()"
109,"straight line AB \parallel CD, if m \angle 1 = 70??, then the degree of m \angle BOF is ()"
110,"straight lines a and b intersect at point O. If m \angle 1 is equal to 50??, then m \angle 2 is equal to ()"
111,"it is known that AB is the diameter of the circumscribed circle of m \triangle ABC, m \angle A = 35??, then the degree of m \angle B is ()"
112,"AB \parallel CD and EF intersect AB and CD respectively at points E and F. m \angle 1 = 50??, then the degree of m \angle 2 is ()"
113,"Figure 1 shows a piece of paper with a quadrilateral ABCD, in which m \angle B = 70?? and m \angle C = 80??. If CD is superimposed on AB, a fold line MN appears, and after unfolding the paper, the two points M and N are on AD and BC respectively, as shown in Figure 2, then the degree of m \angle MNB is () degree."
118,"in m \triangle ABC, the bisector of m \angle ABC intersects the bisector of the exterior angle of m \angle ACB at point D. m \angle A = 50??, then m \angle D = ()"
119,"m \triangle ABC \cong m \triangle DCB, the corresponding vertices of points A and B are points D and C respectively. If AB = 7cm, BC = 12cm, AC = 9cm, then the length of BD is ()."
120,"m \triangle ABC \cong m \triangle ADE, if m \angle B = 70??, m \angle C = 30??, m \angle DAC = 35??, then the degree of m \angle EAC is ()"
121,"m \triangle ABC \cong m \triangle DEF, points A and D, B and E are the corresponding vertices respectively, and measured BC = 5cm, BF = 7cm, then the EC length is ()"
122,"A, B, C, D, E and F are 6 points on the plane, then the degree of m \angle A + m \angle B + m \angle C + m \angle D + m \angle E + m \angle F is ()"
123,"in m \triangle ABC, m \angle C = 90??, AC = BC, AD bisects m \angle CAB and intersects BC at D, DE is perpendicular to AB at E. If AB = 6cm, then the perimeter of m \triangle DBE is ()"
124,"it is known that AF bisects m \angle BAC, and FD is perpendicular to BC is drawn through F. If m \angle B is 20 degrees greater than m \angle C, then the degree of m \angle F is ()"
125,"m \triangle ABC \cong m \triangle BAD, point A and point B, point C and point D are corresponding points. If AB = 6 cm, BD = 5 cm, AD = 4 cm, then the length of BC is ()"
127,"AB is the chord of Circle O, the radius OC is perpendicular to AB is at point D, and AB = 6cm, OD = 4cm. Then the length of DC is ()"
128,"BD is the diameter of Circle O, m \angle A = 30??, then the degree of m \angle CBD is ()"
130,"the angle bisectors BO and CO of m \triangle ABC intersect at point O, m \angle A = 120??, then m \angle BOC = ()"
131,"AC bisects m \angle BAD, m \angle B = m \angle D, AB = 8cm, then AD = ()"
132,"BE and CF are the angle bisectors of m \triangle ABC, m \angle ABC = 80??, m \angle ACB = 60??, BE and CF intersect at D, then the degree of m \angle CDE is ()"
133,"AB is the diameter of Circle O, C and D are two points on Circle O, CD is perpendicular to AB, if m \angle DAB = 65??, then m \angle AOC is equal to ()"
134,"points A, B, and C are all on Circle O, m \angle ACB = 35??, then the degree of m \angle AOB is ()"
136,"in the quadrilateral ABCD, m \angle A + m \angle B = 200??, and the bisectors of m \angle ADC and m \angle DCB intersect at point O, then the degree of m \angle COD is ()"
137,"in m \triangle ACB, m \angle ACB = 100??, m \angle A = 20??, and D is a point on AB. Fold m \triangle ABC along CD so that point B falls at B?? on the side of AC, then m \angle ADB?? is equal to ()"
138,"in m \triangle ABC, AD is the angle bisector of m \triangle ABC, BE is the height of m \triangle ABC, m \angle C = 70??, m \angle ABC = 48??, then m \angle 3 is ()"
139,"DE is the perpendicular bisector of side AC in m \triangle ABC. If BC = 18cm and AB = 10cm, then the perimeter of m \triangle ABD is ()"
141,"the quadrilateral ABCD is inscribed in Circle O, and E is a point on the extension line of CD. If m \angle ADE = 120??, then m \angle B is equal to ()"
142,"in m \triangle ABC, BE and CF are the angle bisectors of m \angle ABC and m \angle ACB respectively. m \angle A = 50??, then the degree of m \angle BDC is ()"
148,"Island C is 45?? north by east of Island A, and Island C is 25?? north by west of Island B. Then the angle of view of A and B from Island C m \angle The degree of ACB is ()"
150,"in m \triangle ABC, AB = AC, m \angle A = 36??, the vertical bisector DE of AB intersects AC at D, and intersects AB at E, then the degree of m \angle BDC is ()"
151,"in m \triangle ABC, m \angle C = 90??, point D is on the edge of BC, DE \parallel AB, if m \angle CDE = 150??, then the degree of m \angle A is ()"
152,"m \angle 1 = m \angle B, m \angle 2 = 25??, then m \angle D = ()"
153,"AB \parallel CD, EF is perpendicular to AB is at E, and EF intersects CD at F. It is known that m \angle 1 = 50??, then m \angle 2 = ()"
154,"it is known that the angle between the diameter AB of Circle O and the chord AC is 35??, and the \tan gent line PC pas\sin g through point C intersects with the extension line of AB at point P, then m \angle P is equal to ()"
155,"straight line m \parallel n, AB is perpendicular to m, m \angle ABC = 130??, then m \angle ?? is ()"
156,"point D is a point on the extension of side AB of m \triangle ABC, BE \parallel AC. If m \angle C = 50??, m \angle DBE = 60??, then the degree of m \angle DBC is ()"
157,"the straight line a \parallel b and the right triangle are placed as shown, m \angle DCB = 90??, if m \angle 2 + m \angle B = 70??, then the degree of m \angle 1 is ()"
158,"line segment AB is the diameter of Circle O, chord CD?AAB, m \angle CAB = 25??, then m \angle AOD is equal to ()"
159,"in m \triangle ABC, m \angle C = 36??, rotate m \triangle ABC 60?? counterclockwise around point A to get m \triangle AED, AD and BC intersect at point F, then the degree of m \angle AFC is ()"
160,"Circle O is the circumscribed circle of m \triangle ABC. It is known that m \angle OAB = 40??, then m \angle ACB is ()"
161,"straight line a \parallel b, ray DC intersects straight line a at point C, passes through point D and draws DE is perpendicular to b at point E. It is known that m \angle 1 = 25??, then the degree of m \angle 2 is ()"
162,"straight line a \parallel b, m \angle 1 = 75??, m \angle 2 = 35??, then the degree of m \angle 3 is ()"
164,"in m \triangle ABC, AB = AC, D is the midpoint of BC, m \angle BAD = 35??, then the degree of m \angle C is ()"
165,"the straight line AB \parallel CD, Rtm \triangle DEF is placed as shown, m \angle EDF = 90??, if m \angle 1 + m \angle F = 70??, then the degree of m \angle 2 is ()"
166,"point P is outside Circle O, PA and PB are \tan gent to Circle O at two points A and B respectively, m \angle P = 50??, then m \angle AOB is equal to ()"
167,"AB \parallel EF, CD is perpendicular to EF, m \angle BAC = 50??, then m \angle ACD = ()"
170,"the short arm OA of the railway cros\sin g railing is 1m long, and the long arm OB is 8m long. When the outer end A of the short arm drops 0.5m, the outer end B of the long arm rises ()"
171,"AB is the diameter of Circle O, C and D are two points on Circle O. If m \angle ABC = 70??, then the degree of m \angle BDC is ()"
172,"As shown in the figure below, in m \triangle ABC, D and E are the midpoints of sides AB and AC respectively, m \angle B = 30??. Now fold m \triangle ADE along DE, and the point A falls in the plane of the triangle is A??, then The degree of m \angle BDA?? is ()"
173,"in m \triangle ABC, AB = AD = DC, m \angle B = 70??, then the degree of m \angle C is ()"
176,"straight line a \parallel b, m \angle 1 = 60??, m \angle 2 = 40??, then m \angle 3 is equal to ()"
178,"PA and PB are \tan gents to Circle O, points A and B are \tan gent points, AC is the diameter of Circle O, it is known that m \angle P = 40??, then the size of m \angle ACB is ()"
179,"AB is the diameter of Circle O, and points C and D are both on Circle O. If m \angle C = 20??, then the size of m \angle ABD is ()"
181,"AB and CD are both chords of Circle O, and AB is perpendicular to CD, if m \angle CDB = 62??, then the magnitude of m \angle ACD is ()"
183,"in m \triangle ABC, m \angle A = 90??, point D is on the side of AC, DE \parallel BC, if m \angle 1 = 155??, then the degree of m \angle B is ()."
185,"AB \parallel CD, straight line EF intersects AB and CD at points E and F respectively. If m \angle AEF = 40??, then the degree of m \angle EFD is ()"
186,"m \triangle ABC is the inscribed triangle of Circle O, m \angle OAB = 35??, then the degree of m \angle ACB is ()"
188,"Place the ruler and right-angled triangle as shown in the figure (m \angle ACB is a right angle). It is known that m \angle 1 = 30??, then the size of m \angle 2 is ()"
189,"in m \triangle ABC, point D is a point on side AB, point E is a point on side AC, and DE \parallel BC, m \angle B = 40??, m \angle AED = 60??, then the degree of m \angle A is ()"
190,"AB is the chord of Circle O. If C is a point on Circle O and m \angle C = 60??, then m \angle OBA is equal to ()"
191,"in m \triangle ABC, m \angle A = 90??, point D is on the side of AC, DE \parallel BC, if m \angle 1 = 35??, then the degree of m \angle B is ()"
193,"it is known that AB \parallel CD, straight line EF intersects AB and CD at points E and F respectively, EG bisects m \angle BEF and intersects CD at point G. If m \angle 1 = 50??, then the degree of m \angle 2 is ()"
194,"straight line a and straight line b are intercepted by straight line c, b is perpendicular to c, the vertical foot is point A, m \angle 1 = 70??. If straight line b is parallel to straight line a, then straight line b can be rotated clockwise around point A ()"
196,"in Circle O, chord AC \parallel radius OB, m \angle BOC = 50??, then the degree of m \angle OAB is ()"
198,"in m \triangle ABC, m \angle B = 40??, m \angle C = 30??, extending BA to point D, then the size of m \angle CAD is ()"
199,"In square ABCD, diagonals AC and BD intersect at point O, m \angle DAC = 42??, m \angle CBD = 23??, then m \angle COD is ()."
200,"The positions of straight lines a, b, c, and d are as shown in the figure. If m \angle 1 = 58??, m \angle 2 = 58??, m \angle 3 = 70??, then m \angle 4 is equal to ()"
201,"it is known that AB = AC = AD, m \angle CBD = 2m \angle BDC, m \angle BAC = 44??, then the degree of m \angle CAD is ()"
202,"a \parallel b, m \angle 1 = 158??, m \angle 2 = 42??, m \angle 4 = 50??. Then m \angle 3 = ()"
203,"BC is perpendicular to AE is at point C, CD \parallel AB, m \angle B = 40??, then the degree of m \angle ECD is ()"
205,"in m \triangle ABC, AB = AC, BD bisects m \angle ABC and intersects AC at point D, and AE \parallel BD intersects the extension line of CB at point E. If m \angle E = 35??, then the degree of m \angle BAC is ()"
206,"in m \triangle ABC, AC = 4cm, the perpendicular bisector of line segment AB intersects AC at point N, the circumference of m \triangle BCN is 7cm, then the length of BC is ()"
207,"the square OABC is rotated 40?? counterclockwise around the point O to obtain the square ODEF, and connected to AF, the degree of m \angle OFA is ()."
208,"OA is the radius of Circle O, the chord BC is perpendicular to OA, and D is a point above Circle O. If m \angle ADC = 26??, then the degree of m \angle AOB is ()"
209,"the straight line AB \parallel CD, the straight line EF intersects with AB and CD at point E, F, and the bisector of m \angle BEF intersects CD at point N. If m \angle 1 = 63??, then m \angle 2 = ()"
210,"AB \parallel CD, CB is perpendicular to DB, m \angle D = 65??, then the size of m \angle ABC is ()"
211,"in Circle O, the diameter AB is perpendicular to CD, the vertical foot is E, m \angle BOD = 48??, then the size of m \angle BAC is ()"
212,"in m \triangle ABC, m \angle A = 40??, point D is a point on the extension line, and m \angle CBD = 120??, then m \angle C = ()"
213,"in m \triangle ABC, AB = AC, m \angle BAC = 100??, and the vertical bisectors DE of AB intersect AB and BC at points D and E respectively, then m \angle BAE = ()"
215,"m \angle 1 + m \angle B = 180??, m \angle 2 = 45??, then the degree of m \angle D is ()."
216,"the straight line AB \parallel CD is known, and the straight line EF intersects AB and CD at two points M and N respectively. NH is the angle bisector of m \angle MND. If m \angle AMN = 56??, then the degree of m \angle MNH is ()"
217,"the quadrilateral ABCD is an inscribed quadrilateral of Circle O. If m \angle DAB = 60??, then the degree of m \angle BCD is ()"
218,"AB is the diameter of Circle O, and C and D are two points on Circle O, connecting AC, BC, CD, and OD respectively. If m \angle DOB = 140??, then m \angle ACD = ()"
219,"AB \parallel CD, m \angle A = 50??, then the size of m \angle 1 is ()"
220,"(4 points) straight line a \parallel b, m \angle 1 = 108??, then the degree of m \angle 2 is ()"
221,"(5 points) It is known that AC \parallel ED, m \angle C = 26??, m \angle CBE = 37??, then the degree of m \angle BED is ()"
222,"in the rhombus ABCD, M and N are on AB and CD respectively, and AM = CN, MN and AC intersect at point O and connect BO. If m \angle DAC = 28??, then the degree of m \angle OBC is ()"
223,"As shown in the picture, there is a wooden box with a length, width and height of 12cm, 4cm and 3cm respectively. A thin wooden strip is placed inside it (the thickness of the wooden strip is ignored). It is required that the wooden strip cannot be exposed from the wooden box. Please do the math. , the maximum length of thin wooden strips that can be placed is ()"
225,"Circle O is the circumscribed circle of m \triangle ABC, m \angle OBC = 42??, then the degree of m \angle A is ()"
226,"it is known that AB \parallel DE, m \angle ABC = 70??, m \angle CDE = 140??, then the value of m \angle BCD is ()"
227,"AB is perpendicular to BC, AE bisect m \angle BAD and intersect BC at point E, AE is perpendicular to DE, m \angle 1 + m \angle 2 = 90??, M and N are points on the extension lines of BA and CD respectively, m \angle EAM and m \angle EDN The bisector intersects at point F, the degree of m \angle F is ()"
229,"the quadrilateral ABCD is the inscribed quadrilateral of Circle O, m \angle B = 70??, then the degree of m \angle D is ()"
230,"straight lines a and b intersect straight lines c and d. It is known that m \angle 1 = m \angle 2 and m \angle 3 = 110??, then the degree of m \angle 4 is ()"
231,"the three vertices of m \triangle ABD are on Circle O, AB is the diameter, point C is on Circle O, and m \angle ABD = 52??, then m \angle BCD is equal to ()"
234,"PA and PB are \tan gent to Circle O at two points A and B respectively. If m \angle C = 65??, then the degree of m \angle P is ()"
235,"(4 points) straight line a \parallel b and straight line c intersect a and b respectively, m \angle 1 = 50??, then the degree of m \angle 2 is ()"
236,"Circle O is the circumscribed circle of m \triangle ABC, m \angle A = 72??, then the degree of m \angle BCO is ()"
237,"in the isosceles triangle ABC, AB = AC, BD bisects m \angle ABC, m \angle A = 36??, then the degree of m \angle 1 is ()"
239,"the straight line a \parallel b, the vertex B of the right triangle ABC is on the straight line a, m \angle C = 90??, m \angle ?? = 55??, then the degree of m \angle ?? is ()"
240,"AB \parallel CD, m \angle A = 46??, m \angle C = 27??, then the size of m \angle AEC should be ()"
242,"AD \parallel CB, m \angle D = 43??, m \angle B = 25??, then the degree of m \angle DEB is ()"
243,"AB \parallel CD, point E is on line segment BC, if m \angle 1 = 40??, m \angle 2 = 30??, then the degree of m \angle 3 is ()"
244,"(3 points) EF \parallel BC, AC bisect m \angle BAF, m \angle B = 50??, then the degree of m \angle C is ()"
245,"it is known that AB \parallel CD, if m \angle A = 25??, m \angle E = 40??, then m \angle C is equal to ()"
246,"(3 points) it is known that straight line AB \parallel CD, straight line EF intersects AB and CD at two points N and M, MG bisects m \angle EMD, if m \angle BNE = 30??, then m \angle EMG is equal to ()"
248,"in m \triangle ABC, D is a point on the extension line of BC, m \angle B = 40??, m \angle ACD = 120??, then m \angle A is equal to ()"
249,"As shown in the picture, in order to measure the height of the school flagpole, Xiaodong used a 3.2-meter-long bamboo pole as a measuring tool. He moved the bamboo pole so that the shadows of the top of the bamboo pole and the top of the flagpole fell exactly at the same point on the ground. At this time, the dis\tan ce between the bamboo pole and this point was 8 meters, and the dis\tan ce from the flagpole is 22 meters, then the height of the flagpole is () meters."
250,"in Circle O, m \angle AOB = 45??, then m \angle C is ()"
251,"AB = AC, m \angle A = 40??, the vertical bisector DE of AB intersects AC at point E, and the vertical foot is D, then the degree of m \angle EBC is ()"
253,"it is known that AB \parallel CD, BC bisect m \angle ABE, m \angle C = 34??, then the degree of m \angle BED is ()"
254,"AB \parallel CD, m \angle D = 26??, m \angle E = 35??, then the degree of m \angle ABE is ()"
255,"it is known that the straight line AB \parallel CD and the bisector EF of m \angle BEG intersect CD at point F. If m \angle 1 = 42??, then m \angle 2 is equal to ()"
256,"points A, B, and C are on the circle O, m \angle A = 60??, then m \angle BOC = ()"
257,"straight lines AB \parallel CD and straight lines EF intersect AB and CD respectively at points E and F. If m \angle AEF = 50??, then the size of m \angle EFC is ()"
258,"As shown in the picture, in the origami activity, Xiao Ming made a piece of m \triangle ABC paper. D and E are the points on sides AB and AC respectively. Fold m \triangle ABC along DE and flatten it. Point A coincides with point A??. If m \angle A = 70??, then the degree of m \angle 1 + m \angle 2 is ()"
259,"the straight line m \parallel n, if an acute-angle vertex C of the triangle ABC containing a 45?? angle is placed on the straight line n, then m \angle 1 + m \angle 2 is equal to ()"
260,"straight line a \parallel b, AB is perpendicular to BC, m \angle 1 = 40??, then the degree of m \angle 2 is ()"
263,"l \parallel m, the vertex B of the equilateral triangle ABC is on the straight line m, m \angle 1 = 20??, then the degree of m \angle 2 is ()"
264,"OA = OB = 6cm, the line segment OB starts to rotate 120?? in the counterclockwise direction from the position where it coincides with OA. During the rotation, let the midpoint of AB be P (when OA and OB coincide with each other, mark the point P and Point A coincides with), then the path length of point P is ()"
265,"it is known that point O is on the straight line AB, and CO is perpendicular to DO is at point O. If m \angle 1 = 145??, then the degree of m \angle 3 is ()"
267,"in m \triangle ABC, AB = 1, AC = 2, now rotate m \triangle ABC 90?? clockwise around point C to get m \triangle A??B??C??, connect AB??, and have AB?? = 3, then m \angle  The degree of A?? is ()"
269,"take the line segment AB as the side to construct a right triangle ABC and an equilateral triangle ABD respectively, where m \angle ACB = 90??. Connect CD, when the length of CD is the largest, the size of m \angle CAB at this time is ()"
270,"it is known that AB \parallel CD, EF bisects m \angle CEG, m \angle 1 = 80??, then the degree of m \angle 2 is ()"
271,"after folding a rec\tan gular piece of paper with a length of 10cm and a width of 8cm in half twice, cut it along the line (dashed line) connecting the midpoints of the two adjacent sides of the resulting rec\tan gle, and then open it, the area of the resulting rhombus is ()"
272,"It is known that, AD and BC intersect at point O, AB \parallel CD. If m \angle B = 20??, m \angle D = 40??, then m \angle BOD is ()"
273,"CD is the diameter of Circle O, A and B are two points on Circle O. If m \angle ABD = 20??, then the degree of m \angle ADC is ()"
274,"PA and PB are \tan gents to Circle O, the \tan gent points are A, B respectively, m \angle APB = 50??, C is a point above Circle O, then the degree of m \angle ACB is ()"
277,"in the inscribed quadrilateral ABCD of circle O, BC = DC, m \angle BOC = 130??, then the degree of m \angle BAD is ()."
278,"point O is a point within m \triangle ABC, m \angle A = 80??, m \angle 1 = 15??, m \angle 2 = 40??, then m \angle BOC is equal to ()"
279,"in m \triangle ABC, AB = AC, m \angle A = 40??. If P is a point inside the triangle, and m \angle PBC = m \angle PCA, then m \angle BPC is equal to ()"
281,take each side of the right triangle as one side and draw a square outside the triangle. The areas of the two small squares are 9 and 25 respectively. Then the area of square A is ()
282,"m \triangle ABE \cong m \triangle ACD, AB = AC, BE = CD, m \angle B = 50??, m \angle AEC = 120??, then the degree of m \angle DAC is equal to ()"
283,"in m \triangle ABC, the perpendicular bisector of AB intersects AC at point D. It is known that AC = 10cm, BC = 7cm, then the perimeter of m \triangle BCD is ()"
285,"m \angle MON = 90??, points A and B move on rays OM and ON respectively, BE bisects m \angle NBA, the reverse extension line of BE intersects the bisector of m \angle BAO at point C, then the degree of m \angle C is ()"
286,"it is known that m \triangle ABC \cong m \triangle ADC, m \angle B = 30??, m \angle DAC = 25??, then m \angle ACB = ()"
288,"sides AC and Circle O of m \triangle ABC intersect at two points C and D, and pass through the centroid O. Side AB is \tan gent to Circle O, and the \tan gent point is B. If m \angle A = 34??, then m \angle C is equal to ()"
291,"D is the intersection of the angle bisectors BD and CD of m \triangle ABC. If m \angle A = 50??, then m \angle D = ()"
292,"in m \triangle ABC and m \triangle DCB, m \angle A = m \angle D = 90??, AB = CD, m \angle ACB = 30??, then the degree of m \angle ACD is ()"
293,"it is known that AD = AE, BE = CD, m \angle 1 = m \angle 2 = 110??, m \angle BAC = 80??, then the degree of m \angle CAE is ()"
298,"in m \triangle ABC, D and E are points on AB and AC respectively, and DE \parallel BC, if AD = 2cm, DB = 1cm, AE = 1.8cm, then EC = ()"
