9874,x=90,"['Circle(O)', 'IsChordOf(Line(A,B),Circle($))','Equals(Line(A,B),2)', 'Perpendicular(Line(O,C),Line(A,B))', 'Equals(LengthOf(Line(O,C)),1)', 'Point(P)', 'Find(MeasureOf(Angle(A,P,B)))']",Circle O Equals IsChordOf Line AB Circle $  2 Perpendicular Line OC Line AB  Equals LengthOf Line OC  1 Point P Find MeasureOf Angle APB   ,90
3617,x=85,"['Angle(A,B,E)', 'Equals(MeasureOf(Angle(A,B,E)),85)','InscribedIn(Quadrilateral(A,B,C,D),Circle($))', 'Find(MeasureOf(Angle(A,D,C)))']",Angle $ Angle ABE Equals InscribedIn Quadrilateral ABCD Circle $  85 Find MeasureOf Angle ADC   ,85
4814,x=80,"['Similar(Triangle(A,B,C),Triangle(A,E,D))', 'Equals(Angle(A,D,E),80)', 'Equals(Angle(A),60)', 'Find(MeasureOf(Angle(C)))']",Similar Triangle ABC Triangle AED  Equals Angle ADE 80 Equals Angle A 60 Find MeasureOf Angle C   ,80
3453,x=80,"['InscribedIn(Quadrilateral(A,B,C,D),Circle(O))', 'Line(A,D)', 'Equals(Angle(C,D,E),80)', 'Find(MeasureOf(Angle(B)))']",InscribedIn Quadrilateral ABCD Circle O  Line AD Equals Angle CDE 80 Find MeasureOf Angle B   ,80
735,x=78,"['PointLiesOnLine(Point(D),Line(B,C))', 'Equals(Angle(B),LengthOf(Angle(1)))', 'Equals(Angle(B,A,C),78)', 'Find(MeasureOf(Angle(2)))']",PointLiesOnLine Point D Line BC  Equals Angle B LengthOf Angle 1   Equals Angle BAC 78 Find MeasureOf Angle 2   ,78
3452,x=75,"['Angle(D,C,E)', 'Angle($)', 'InscribedIn(Quadrilateral(A,B,C,D),Circle($))', 'Equals(Angle(D,C,E),75)', 'Find(MeasureOf(Angle(B,A,D)))']",Angle DCE Angle $ InscribedIn Quadrilateral ABCD Circle $  Equals Angle DCE 75 Find MeasureOf Angle BAD   ,75
1119,x=75,"['Equals(Angle(1),LengthOf(Angle(2)))', 'Equals(Angle(3),75)', 'Find(MeasureOf(Angle(4)))']",Equals Angle 1 LengthOf Angle 2   Equals Angle 3 75 Find MeasureOf Angle 4   ,75
1323,x=75,"['Equals(Angle(1),20)', 'Equals(Angle(2),20)', 'Equals(Angle(A),75)', 'Find(MeasureOf(Angle(3)))']",Equals Angle 1 20 Equals Angle 2 20 Equals Angle A 75 Find MeasureOf Angle 3   ,75
4206,x=70,"['Circle(O)', 'Parallelogram(A,B,C,D)', 'Equals(Line(C,D),x)', 'IntersectAt(Circle(O),Line(A,D),Circle(O),Point(E))', 'Equals(Angle(D),70)', 'Find(MeasureOf(Angle(B,E,C)))']",Circle O Parallelogram ABCD Equals Line CD \tan IntersectAt Circle O Line AD Circle O Point E  Equals Angle D 70 Find MeasureOf Angle BEC   ,70
1047,x=70,"['Parallel(Line(A,B),Line(C,D))', 'BisectsAngle(Line(A,D),Angle(B,A,C))', 'Equals(Angle(C,D,A),70)', 'Find(MeasureOf(Angle(C,A,D)))']",Parallel Line AB Line CD  BisectsAngle Line AD Angle BAC  Equals Angle CDA 70 Find MeasureOf Angle CAD   ,70
1633,x=70,"['Parallel(Line(a),Line(b))', 'Equals(Angle(1),70)', 'Find(MeasureOf(Angle(2)))']",Parallel Line a Line b  Equals Angle 1 70 Find MeasureOf Angle 2   ,70
806,x=70,"['Parallel(Line(a),Line(b))', 'Equals(Angle(1),70)', 'Find(MeasureOf(Angle(2)))']",Parallel Line a Line b  Equals Angle 1 70 Find MeasureOf Angle 2   ,70
615,x=70,"['Congruent(Triangle(A,B,C),Triangle(E,D,F))', 'Equals(Angle(F,E,D),70)', 'Find(MeasureOf(Angle(A)))']",Congruent Triangle ABC Triangle EDF  Equals Angle FED 70 Find MeasureOf Angle A   ,70
3456,x=70,"['InscribedIn(Quadrilateral(A,B,C,D),Circle(O))', 'Equals(Angle(B,C,E),70)', 'Find(MeasureOf(Angle(A)))']",InscribedIn Quadrilateral ABCD Circle O  Equals Angle BCE 70 Find MeasureOf Angle A   ,70
5658,x=70,"['Triangle(A,B,C)', 'Line(A,B)', 'Line(A,C)', 'Point(A)', 'Line(D,E)', 'Line(B,C)', 'Line(C,E)', 'Equals(Angle(A,D,E),70)', 'Find(MeasureOf(Angle(B)))']",Triangle ABC Line AB Line AC Point A Line DE Line BC Line CE Equals Angle ADE 70 Find MeasureOf Angle B   ,70
4,x=70,"['Perpendicular(Line(a),Line(c))', 'Perpendicular(Line(b),Line(c))', 'Equals(Angle(1),70)', 'Find(MeasureOf(Angle(2)))']",Perpendicular Line a Line c  Perpendicular Line b Line c  Equals Angle 1 70 Find MeasureOf Angle 2   ,70
3566,x=70,"['InscribedIn(Quadrilateral(A,B,C,D),Circle(O))', 'Angle($)', 'Equals(MeasureOf(Angle(D,C,E)),70)','Quadrilateral(A,B,C,D)', 'Find(MeasureOf(Angle(B,A,D)))']",InscribedIn Quadrilateral ABCD Circle O  Angle $ Equals Equals Quadrilateral ABCD LengthOf Angle DCE   70 Find MeasureOf Angle BAD   ,70
3558,x=70,"['Angle($)', 'Equals(MeasureOf(Angle(D,C,E)),70)','Quadrilateral(A,B,C,D)', 'Find(MeasureOf(Angle(B,A,D)))']",Angle $ Equals Equals Quadrilateral ABCD LengthOf Angle DCE   70 Find MeasureOf Angle BAD   ,70
8651,x=70,"['Line(A,B)', 'Line(C,D)', 'Circle(O)', 'Line(A,D)', 'Line(B,C)', 'Equals(Angle(B,C,D),70)', 'Find(MeasureOf(Angle(B,A,D)))']",Line AB Line CD Circle O Line AD Line BC Equals Angle BCD 70 Find MeasureOf Angle BAD   ,70
4429,x=65,"['IsDiameterOf(Line(A,D),Circle(O))', 'Line(B,C)', 'Circle(O)', 'Point(B)', 'Line(A,B)', 'Line(O,B)', 'Line(B,D)', 'Equals(Angle(A,B,C),65)', 'Find(MeasureOf(Angle(A,D,B)))']",IsDiameterOf Line AD Circle O  Line BC Circle O Point B Line AB Line OB Line BD Equals Angle ABC 65 Find MeasureOf Angle ADB   ,65
5472,x=65,"['InscribedIn(Quadrilateral(A,B,C,D),Circle(O))', 'Equals(Angle(D,C,E),65)', 'Equals(Angle(A,B,C),68)', 'Find(MeasureOf(Angle(A)))']",InscribedIn Quadrilateral ABCD Circle O  Equals Angle DCE 65 Equals Angle ABC 68 Find MeasureOf Angle A   ,65
3461,x=62,"['InscribedIn(Quadrilateral(A,B,C,D),Circle(O))', 'Equals(Angle(A),62)', 'Find(MeasureOf(Angle(B,C,E)))']",InscribedIn Quadrilateral ABCD Circle O  Equals Angle A 62 Find MeasureOf Angle BCE   ,62
426,x=62,"['Equals(Angle(1),62)', 'Find(MeasureOf(Angle(2)))']",Equals Angle 1 62 Find MeasureOf Angle 2   ,62
9269,x=60,"['Rhombus($)', 'Equals(SideOf(Regular(Polygon($))),15)', 'Equals(LengthOf(Line(A,B)),15)', 'Equals(LengthOf(Line(B,C)),15)', 'Find(MeasureOf(Angle(1)))']",Rhombus $ Equals SideOf Regular Polygon $   15 Equals LengthOf Line AB  15 Equals LengthOf Line BC  15 Find MeasureOf Angle 1   ,60
1124,x=60,"['Equals(Angle(1),70)', 'Equals(Angle(2),70)', 'Equals(Angle(3),60)', 'Find(MeasureOf(Angle(4)))']",Equals Angle 1 70 Equals Angle 2 70 Equals Angle 3 60 Find MeasureOf Angle 4   ,60
4175,x=60,"['Equals(Line(A,B),x)', 'Circle(O)', 'IntersectAt(Line(A,O),Circle(O),Point(C))', 'Equals(Angle(B,A,O),30)', 'Find(MeasureOf(Angle(O,C,B)))']",Equals Line AB \tan Circle O IntersectAt Line AO Circle O Point C  Equals Angle BAO 30 Find MeasureOf Angle OCB   ,60
5160,x=60,"['Perpendicular(Line(A,B),Line(C,D))', 'Equals(Arc(B,D),60)', 'Find(MeasureOf(Angle(B,O,C)))']",Perpendicular Line AB Line CD  Equals Arc BD 60 Find MeasureOf Angle BOC   ,60
1151,x=60,"['Line(c)', 'Parallel(Line(a),Line(b))', 'Equals(Angle(1),60)', 'Find(MeasureOf(Angle(2)))']",Line c Parallel Line a Line b  Equals Angle 1 60 Find MeasureOf Angle 2   ,60
564,x=60,"['Parallel(Line(A,B),Line(C,D))', 'Line(l)', 'Line(A,B)', 'Point(E)', 'Line(C,D)', 'Point(F)', 'Equals(Angle(1),60)', 'Find(MeasureOf(Angle(2)))']",Parallel Line AB Line CD  Line l Line AB Point E Line CD Point F Equals Angle 1 60 Find MeasureOf Angle 2   ,60
1923,x=60,"['Triangle(A,B,C)', 'Line(B,C)', 'Line(A,D)', 'Line(C,E)', 'Line(A,B)', 'IntersectAt(Line(A,D),Line(C,E),Point(O))', 'Equals(Angle(B),60)', 'Find(MeasureOf(Angle(A,O,E)))']",Triangle ABC Line BC Line AD Line CE Line AB IntersectAt Line AD Line CE Point O  Equals Angle B 60 Find MeasureOf Angle AOE   ,60
3255,x=60,"['Parallel(Line(A,B),Line(C,D))', 'Equals(Angle(C),60)', 'Angle(E)', 'Find(MeasureOf(Angle(A)))']",Parallel Line AB Line CD  Equals Angle C 60 Angle E Find MeasureOf Angle A   ,60
3519,x=60,"['Point(A)', 'PointLiesOnLine(B,Line(A,D))', 'Equals(Angle(A,B,C),60)', 'Find(MeasureOf(Angle(C,D,E)))']",Point A PointLiesOnLine BLine AD  Equals Angle ABC 60 Find MeasureOf Angle CDE   ,60
9308,x=60,"['Parallelogram(A,B,C,D)', 'Equals(Angle(B),60)', 'Find(MeasureOf(Angle(D)))']",Parallelogram ABCD Equals Angle B 60 Find MeasureOf Angle D   ,60
1248,x=60,"['Perpendicular(Line(A,B),Line(C,D))', 'Circle(D)', 'Perpendicular(Line(D,E),Line(D,F))', 'Equals(Angle(B,D,E),60)', 'Find(MeasureOf(Angle(C,D,F)))']",Perpendicular Line AB Line CD  Circle D Perpendicular Line DE Line DF  Equals Angle BDE 60 Find MeasureOf Angle CDF   ,60
336,x=56,"['Parallel(Line(a),Line(b))', 'Line(c)', 'Equals(Angle(1),56)', 'Find(MeasureOf(Angle(2)))']",Parallel Line a Line b  Line c Equals Angle 1 56 Find MeasureOf Angle 2   ,56
107,x=56,"['Parallel(Line(A,B),Line(C,D))', 'Equals(Angle(1),56)', 'Find(MeasureOf(Angle(2)))']",Parallel Line AB Line CD  Equals Angle 1 56 Find MeasureOf Angle 2   ,56
1535,x=55,"['Angle(1)', 'Equals(Angle(2),180)', 'Equals(Angle(3),55)', 'Find(MeasureOf(Angle(4)))']",Angle 1 Equals Angle 2 180 Equals Angle 3 55 Find MeasureOf Angle 4   ,55
321,x=55,"['Line(c)', 'Parallel(Line(a),Line(b))', 'Equals(Angle(1),55)', 'Find(MeasureOf(Angle(2)))']",Line c Parallel Line a Line b  Equals Angle 1 55 Find MeasureOf Angle 2   ,55
1103,x=55,"['Parallel(Line(D,E),Line(B,C))', 'Equals(LengthOf(Line(A,B)),LengthOf(Line(A,C)))', 'Equals(Angle(1),55)', 'Find(MeasureOf(Angle(C)))']",Parallel Line DE Line BC  Equals LengthOf Line AB  LengthOf Line AC   Equals Angle 1 55 Find MeasureOf Angle C   ,55
339,x=55,"['Parallel(Line(a),Line(b))', 'Equals(Angle(1),55)', 'Find(MeasureOf(Angle(2)))']",Parallel Line a Line b  Equals Angle 1 55 Find MeasureOf Angle 2   ,55
1453,x=55,"['Parallel(Line(A,B),Line(C,D))', 'Equals(Angle(A,C,D),55)', 'Find(MeasureOf(Angle(B,A,C)))']",Parallel Line AB Line CD  Equals Angle ACD 55 Find MeasureOf Angle BAC   ,55
48,x=55,"['Parallel(Line(a),Line(b))', 'Line(c)', 'Equals(Angle(1),55)', 'Find(MeasureOf(Angle(2)))']",Parallel Line a Line b  Line c Equals Angle 1 55 Find MeasureOf Angle 2   ,55
3612,x=50,"['InscribedIn(Quadrilateral(A,B,C,D),Circle(O))', 'Line(B,C)', 'Equals(Angle(A),50)', 'Find(MeasureOf(Angle(D,C,E)))']",InscribedIn Quadrilateral ABCD Circle O  Line BC Equals Angle A 50 Find MeasureOf Angle DCE   ,50
9767,x=50,"['IsDiameterOf(Line(A,B),Circle(O))', 'Point(C)', 'Point(D)', 'Point(E)', 'Circle($)', 'Perpendicular(Line(A,B),Line(D,E))', 'Equals(Angle(A,B,E),50)', 'Find(MeasureOf(Angle(A,C,D)))']",IsDiameterOf Line AB Circle O  Point C Point D Point E Circle $ Perpendicular Line AB Line DE  Equals Angle ABE 50 Find MeasureOf Angle ACD   ,50
9619,x=50,"['Circle(O)', 'Equals(Angle(A,B,C),50)', 'Find(MeasureOf(Angle(A,E,C)))']",Circle O Equals Angle ABC 50 Find MeasureOf Angle AEC   ,50
961,x=50,"['Line(A,B)', 'Line(C,D)', 'Point(O)', 'Equals(Angle(A,O,D),50)', 'Find(MeasureOf(Angle(B,O,C)))']",Line AB Line CD Point O Equals Angle AOD 50 Find MeasureOf Angle BOC   ,50
4062,x=50,"['InscribedIn(Triangle(A,B,C),Circle(O))', 'Line(M,N)', 'Circle(O)', 'Point(A)', 'Equals(Angle(B,A,N),50)', 'Find(MeasureOf(Angle(A,C,B)))']",InscribedIn Triangle ABC Circle O  Line MN Circle O Point A Equals Angle BAN 50 Find MeasureOf Angle ACB   ,50
3512,x=50,"['InscribedIn(Quadrilateral(A,B,C,D),Circle(O))', 'Line(D,C)', 'Equals(Angle(A),50)', 'Find(MeasureOf(Angle(B,C,E)))']",InscribedIn Quadrilateral ABCD Circle O  Line DC Equals Angle A 50 Find MeasureOf Angle BCE   ,50
1602,x=50,"['Angle(1)', 'Equals(Angle(2),180)', 'Equals(Angle(3),50)', 'Find(MeasureOf(Angle(4)))']",Angle 1 Equals Angle 2 180 Equals Angle 3 50 Find MeasureOf Angle 4   ,50
9247,x=50,"['Parallelogram(A,B,C,D)', 'Equals(Angle(A),50)', 'Find(MeasureOf(Angle(C)))']",Parallelogram ABCD Equals Angle A 50 Find MeasureOf Angle C   ,50
1695,x=50,"['IsDiameterOf(Line(A,B),Circle(O))', 'IsDiameterOf(Line(C,D),Circle(O))', 'IsChordOf(Line(D,F),Circle($))', 'IsChordOf(Line(B,E),Circle($))', 'Line(D,F)', 'Line(B,E)', 'Equals(Angle(B),50)', 'Find(MeasureOf(Angle(D)))']",IsDiameterOf Line AB Circle O  IsDiameterOf Line CD Circle O  IsChordOf Line DF Circle $  IsChordOf Line BE Circle $  Line DF Line BE Equals Angle B 50 Find MeasureOf Angle D   ,50
9913,x=50,"['InscribedIn(Triangle(A,B,C),Circle(O))', 'Equals(Line(D,E),x)', 'Circle(O)', 'Equals(Angle(A,B,C),50)', 'Find(MeasureOf(Angle(C,A,E)))']",InscribedIn Triangle ABC Circle O  Equals Line DE \tan Circle O Equals Angle ABC 50 Find MeasureOf Angle CAE   ,50
110,x=50,"['Point(O)', 'Equals(Angle(1),50)', 'Find(MeasureOf(Angle(2)))']",Point O Equals Angle 1 50 Find MeasureOf Angle 2   ,50
402,x=50,"['Line(c)', 'Parallel(Line(a),Line(b))', 'Equals(Angle(1),50)', 'Find(MeasureOf(Angle(2)))']",Line c Parallel Line a Line b  Equals Angle 1 50 Find MeasureOf Angle 2   ,50
3345,x=50,"['Line(A,B)', 'Line(C,D)', 'Circle(O)', 'Line(A,D)', 'Line(B,C)', 'Equals(Angle(B,C,D),50)', 'Find(MeasureOf(Angle(B,A,D)))']",Line AB Line CD Circle O Line AD Line BC Equals Angle BCD 50 Find MeasureOf Angle BAD   ,50
3528,x=50,"['InscribedIn(Quadrilateral(A,B,C,D),Circle(O))', 'Line(B,C)', 'Equals(Angle(A),50)', 'Find(MeasureOf(Angle(D,C,E)))']",InscribedIn Quadrilateral ABCD Circle O  Line BC Equals Angle A 50 Find MeasureOf Angle DCE   ,50
3614,x=45,"['InscribedIn(Quadrilateral(A,B,C,D),Circle($))', 'Line(D,A)', 'Equals(Angle(C),45)', 'Find(MeasureOf(Angle(B,A,E)))']",InscribedIn Quadrilateral ABCD Circle $  Line DA Equals Angle C 45 Find MeasureOf Angle BAE   ,45
406,x=45,"['Triangle(A,B,C)', 'Mul(Angle($),45)', 'Line(n)', 'Angle(2)', 'Find(MeasureOf(Angle(1)))']",Triangle ABC Mul Angle $ 45 Line n Angle 2 Find MeasureOf Angle 1   ,45
1663,x=45,"['Circle(O)', 'Equals(Angle(1),45)', 'Find(MeasureOf(Angle(2)))']",Circle O Equals Angle 1 45 Find MeasureOf Angle 2   ,45
215,x=45,"['Angle(1)', 'Equals(Angle(B),180)', 'Equals(Angle(2),45)', 'Find(MeasureOf(Angle(D)))']",Angle 1 Equals Angle B 180 Equals Angle 2 45 Find MeasureOf Angle D   ,45
3587,x=45,"['Angle(E)', 'Equals(Angle(D),45)', 'Find(MeasureOf(Angle(E,F,C)))']",Angle E Equals Angle D 45 Find MeasureOf Angle EFC   ,45
3925,x=42,"['IsDiameterOf(Line(A,B),Circle(O))', 'Circle(O)', 'Point(C)', 'Line(A,C)', 'Equals(Angle(C),42)', 'Point(E)', 'Circle($)', 'Line(A,B)', 'Find(MeasureOf(Angle(A,E,D)))']",IsDiameterOf Line AB Circle O  Circle O Point C Line AC Equals Angle C 42 Point E Circle $ Line AB Find Angle AED  ,42
3229,x=40,"['Circle(O)', 'Line(A,C)', 'Line(B,D)', 'Equals(Angle(A,O,B),40)', 'Find(MeasureOf(Angle(C,O,D)))']",Circle O Line AC Line BD Equals Angle AOB 40 Find MeasureOf Angle COD   ,40
8774,x=40,"['Circle(O)', 'IsMidpointOf(Point(C),Line($))', 'Arc(A,B)', 'Equals(Angle(A),40)', 'Find(MeasureOf(Angle(B)))']",Circle O IsMidpointOf Point C Line $  Arc AB Equals Angle A 40 Find MeasureOf Angle B   ,40
538,x=40,"['IsDiameterOf(Line(A,B),Circle(O))', 'Circle(O)', 'Point(C)', 'Line(A,C)', 'Point(D)', 'Equals(Angle(C),40)', 'Point(E)', 'Line(A,B)', 'Circle($)', 'Find(MeasureOf(Angle(A,E,D)))']",IsDiameterOf Line AB Circle O  Circle O Point C Line AC Point D Equals Angle C 40 Point E Line AB Circle $ Find MeasureOf Angle AED   ,40
185,x=40,"['Parallel(Line(A,B),Line(C,D))', 'Line(E,F)', 'Line(A,B)', 'Line(C,D)', 'Point(E)', 'Point(F)', 'Equals(Angle(A,E,F),40)', 'Find(MeasureOf(Angle(E,F,D)))']",Parallel Line AB Line CD  Line EF Line AB Line CD Point E Point F Equals Angle AEF 40 Find MeasureOf Angle EFD   ,40
1697,x=40,"['IsChordOf(Parallel(Line(A,E),Line(diameter)),Circle($))', 'Line(C,D)', 'Line(A,O)', 'Equals(Angle(A,O,C),40)', 'Circle($)', 'Line(D,E)', 'Find(MeasureOf(Angle($)))']",IsChordOf Parallel Line AE Line diameter  Circle $  Line CD Line AO Equals Angle AOC 40 Circle $ Line DE Find Angle $  ,40
9572,x=40,"['Parallelogram(A,B,C,D)', 'Perpendicular(Line(A,E),Line(B,C))', 'Perpendicular(Line(A,F),Line(D,C))', 'Point(F)', 'Equals(Angle(E,A,F),40)', 'Find(MeasureOf(Angle(B)))']",Parallelogram ABCD Perpendicular Line AE Line BC  Perpendicular Line AF Line DC  Point F Equals Angle EAF 40 Find MeasureOf Angle B   ,40
8939,x=40,"['InscribedIn(Triangle(A,B,C),Circle(O))', 'Line(A,D)', 'Circle(O)', 'Point(A)', 'Equals(Angle(A,B,C),40)', 'Find(MeasureOf(Angle(D,A,C)))']",InscribedIn Triangle ABC Circle O  Line AD Circle O Point A Equals Angle ABC 40 Find MeasureOf Angle DAC   ,40
3306,x=40,"['Circle(O)', 'IsChordOf(Line(A,B),Circle($))', 'IsChordOf(Line(C,D),Circle($))', 'Point(E)', 'Equals(LengthOf(Line(B,E)),LengthOf(Line(D,E)))', 'Equals(Angle(B),40)', 'Find(MeasureOf(Angle(A)))']",Circle O IsChordOf Line AB Circle $  IsChordOf Line CD Circle $  Point E Equals LengthOf Line BE  LengthOf Line DE   Equals Angle B 40 Find MeasureOf Angle A   ,40
4039,x=40,"['IsDiameterOf(Line(A,B),Circle(O))', 'Equals(Line(B,P),x)', 'IntersectAt(Circle(O),Line(A,P),Circle(O),Point(G))', 'Point(D)', 'Line(B,C)', 'Equals(Angle(P),40)', 'Find(MeasureOf(Angle(A,D,C)))']",IsDiameterOf Line AB Circle O  Equals Line BP \tan IntersectAt Circle O Line AP Circle O Point G  Point D Line BC Equals Angle P 40 Find MeasureOf Angle ADC   ,40
717,x=40,"['Equals(Angle(1),40)', 'Find(MeasureOf(Angle(2)))']",Equals Angle 1 40 Find MeasureOf Angle 2   ,40
3303,x=36,"['IsDiameterOf(Line(A,B),Circle(O))', 'IsChordOf(Line(C,D),Circle($))', 'Equals(Angle(C,A,B),36)', 'Find(MeasureOf(Angle(B,C,D)))']",IsDiameterOf Line AB Circle O  IsChordOf Line CD Circle $  Equals Angle CAB 36 Find MeasureOf Angle BCD   ,36
487,x=35,"['Line(A,D)', 'Angle(E,A,C)', 'Parallel(Line(A,D),Line(B,C))', 'Equals(Angle(B),35)', 'Find(MeasureOf(Angle(C)))']",Line AD Angle EAC Parallel Line AD Line BC  Equals Angle B 35 Find MeasureOf Angle C   ,35
1839,x=35,"['IsChordOf(Line(C,D),Circle(O))', 'Equals(Angle(A,D,C),35)', 'Find(MeasureOf(Angle(C,B,A)))']",IsChordOf Line CD Circle O  Equals Angle ADC 35 Find MeasureOf Angle CBA   ,35
8818,x=30,"['Line(A,B)', 'Line(C,D)', 'Circle(O)', 'Equals(Angle(A,B,C),30)', 'Find(MeasureOf(Angle(B,A,D)))']",Line AB Line CD Circle O Equals Angle ABC 30 Find MeasureOf Angle BAD   ,30
8415,x=30,"['IsDiameterOf(Line(A,B),Circle(O))', 'Circle(O)', 'SinOf(g)', 'Point(D)', 'Line(A,B)', 'Point(C)', 'Equals(Angle(C),30)', 'Find(MeasureOf(Angle(C,A,D)))']",IsDiameterOf Line AB Circle O  Circle O SinOf g Point D Line AB Point C Equals Angle C 30 Find MeasureOf Angle CAD   ,30
2711,x=30,"['IsDiameterOf(Line(A,B),Circle(O))', 'Circle(O)', 'Equals(Angle(B,A,C),30)', 'Equals(Arc(B,C),LengthOf(Arc(C,D)))', 'Find(MeasureOf(Angle(D,A,C)))']",IsDiameterOf Line AB Circle O  Circle O Equals Angle BAC 30 Equals Arc BC LengthOf Arc CD   Find MeasureOf Angle DAC   ,30
8633,x=30,"['Circle(O)', 'Equals(Angle(A,C,D),30)', 'Find(MeasureOf(Angle(A,B,D)))']",Circle O Equals Angle ACD 30 Find MeasureOf Angle ABD   ,30
3066,x=28,"['IsDiameterOf(Line(A,B),Circle(O))', 'IsChordOf(Perpendicular(Line(C,D),Line(A,B)),Circle($))', 'Arc(B,C)', 'Equals(Angle(C,E,A),28)', 'Find(MeasureOf(Angle(A,B,D)))']",IsDiameterOf Line AB Circle O  IsChordOf Perpendicular Line CD Line AB  Circle $  Arc BC Equals Angle CEA 28 Find MeasureOf Angle ABD   ,28
