35,x=(2*7)-2,12,"[""Trapezoid(Q,R,T,U)"", ""IsMidpointOf(Point(V),LegOf(Trapezoid(Q,R,T,U)))"", ""IsMidpointOf(Point(S),LegOf(Trapezoid(Q,R,T,U)))"", ""Equals(LengthOf(Line(Q,R)),2)"", ""Equals(LengthOf(Line(V,S)),7)"", ""Find(LengthOf(Line(U,T)))"", ""PointLiesOnLine(V, Line(Q, U))"", ""PointLiesOnLine(S, Line(R, T))""]",Trapezoid QRTU  IsMidpointOf Point V LegOf Trapezoid QRTU    IsMidpointOf Point S LegOf Trapezoid QRTU    Equals LengthOf Line QR  2  Equals LengthOf Line VS  7  Find LengthOf Line UT    PointLiesOnLine V Line Q U   PointLiesOnLine S Line R T  
36,x=(360-130)-95,145,"[""Find(x)"", ""Equals(MeasureOf(Angle(A, B, D)), 130)"", ""Equals(MeasureOf(Angle(C, B, A)), x)"", ""Equals(MeasureOf(Angle(D, B, C)), 95)"", ""PointLiesOnCircle(A, Circle(B, radius_1_0))"", ""PointLiesOnCircle(C, Circle(B, radius_1_0))"", ""PointLiesOnCircle(D, Circle(B, radius_1_0))""]",Find x  Equals MeasureOf Angle A B D   130  Equals MeasureOf Angle C B A   x  Equals MeasureOf Angle D B C   95  PointLiesOnCircle A Circle B radius_1_0   PointLiesOnCircle C Circle B radius_1_0   PointLiesOnCircle D Circle B radius_1_0  
39,x=(4+7.2)*2,22.4,"[""Find(PerimeterOf(Parallelogram(J,K,L,M)))"", ""Equals(LengthOf(Line(E, J)), 6)"", ""Equals(LengthOf(Line(L, K)), 7.2)"", ""Equals(LengthOf(Line(M, L)), 4)"", ""PointLiesOnLine(E, Line(M, L))"", ""Perpendicular(Line(J, E), Line(E, L))""]",Find PerimeterOf Parallelogram JKLM    Equals LengthOf Line E J   6  Equals LengthOf Line L K   7.2  Equals LengthOf Line M L   4  PointLiesOnLine E Line M L   Perpendicular Line J E  Line E L  
46,x=(11^2*3.14)*((360-65)/360),311.3,"[""Find(AreaOf(Sector(J,K,L)))"", ""Equals(LengthOf(Line(K, J)), 11)"", ""Equals(MeasureOf(Angle(J, K, L)), 65)"", ""PointLiesOnCircle(L, Circle(K, radius_0_0))"", ""PointLiesOnCircle(J, Circle(K, radius_0_0))""]",Find AreaOf Sector JKL    Equals LengthOf Line K J   11  Equals MeasureOf Angle J K L   65  PointLiesOnCircle L Circle K radius_0_0   PointLiesOnCircle J Circle K radius_0_0  
47,x=((((12*1.73/2)+(10*2))+(12/2))+(12/2*1.41))+12,56.84,"[""Find(PerimeterOf(Trapezoid(P,Q,R,S)))"", ""Equals(LengthOf(Line(R, S)), 10)"", ""Equals(LengthOf(Line(R, Q)), 12)"", ""Equals(LengthOf(Line(R, Z)), x)"", ""Equals(LengthOf(Line(A, Z)), y)"", ""Equals(LengthOf(Line(Q, Z)), z)"", ""Equals(MeasureOf(Angle(S, P, A)), 45)"", ""Equals(MeasureOf(Angle(A, Q, R)), 30)"", ""PointLiesOnLine(A, Line(P, Z))"", ""PointLiesOnLine(A, Line(P, Q))"", ""PointLiesOnLine(Z, Line(A, Q))"", ""PointLiesOnLine(Z, Line(P, Q))"", ""Perpendicular(Line(S, A), Line(A, P))"", ""Perpendicular(Line(R, Z), Line(Q, Z))"", ""Parallel(Line(S, R), Line(A, Z))""]",Find PerimeterOf Trapezoid PQRS    Equals LengthOf Line R S   10  Equals LengthOf Line R Q   12  Equals LengthOf Line R Z   x  Equals LengthOf Line A Z   y  Equals LengthOf Line Q Z   z  Equals MeasureOf Angle S P A   45  Equals MeasureOf Angle A Q R   30  PointLiesOnLine A Line P Z   PointLiesOnLine A Line P Q   PointLiesOnLine Z Line A Q   PointLiesOnLine Z Line P Q   Perpendicular Line S A  Line A P   Perpendicular Line R Z  Line Q Z   Parallel Line S R  Line A Z  
50,x=((2*6/4)+(2.5*6/4))+6,12.75,"[""Similar(Triangle(D,E,F),Triangle(G,F,H))"", ""Find(PerimeterOf(Triangle(D,E,F)))"", ""Equals(LengthOf(Line(H, G)), 2)"", ""Equals(LengthOf(Line(F, G)), 2.5)"", ""Equals(LengthOf(Line(F, H)), 4)"", ""Equals(LengthOf(Line(F, E)), 6)"", ""PointLiesOnLine(F, Line(E, H))"", ""PointLiesOnLine(D, Line(E, C))"", ""PointLiesOnLine(G, Line(H, C))""]",Similar Triangle DEF Triangle GFH   Find PerimeterOf Triangle DEF    Equals LengthOf Line H G   2  Equals LengthOf Line F G   2.5  Equals LengthOf Line F H   4  Equals LengthOf Line F E   6  PointLiesOnLine F Line E H   PointLiesOnLine D Line E C   PointLiesOnLine G Line H C  
52,x=90-53,37,"[""Equals(MeasureOf(Angle(D,G,F)),53)"", ""Equals(MeasureOf(Angle(A,G,C)),40)"", ""Find(MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(B, A, D)), MeasureOf(Angle(A_4)))"", ""Equals(MeasureOf(Angle(A, D, G)), MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(F, G, B)), MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(G, C, B)), MeasureOf(Angle(A_3)))"", ""PointLiesOnLine(B, Line(G, A))"", ""PointLiesOnLine(F, Line(A, D))"", ""Perpendicular(Line(D, F), Line(G, F))"", ""Perpendicular(Line(G, B), Line(C, B))"", ""Perpendicular(Line(G, F), Line(G, C))""]",Equals MeasureOf Angle DGF  53  Equals MeasureOf Angle AGC  40  Find MeasureOf Angle A_1    Equals MeasureOf Angle B A D   MeasureOf Angle A_4    Equals MeasureOf Angle A D G   MeasureOf Angle A_1    Equals MeasureOf Angle F G B   MeasureOf Angle A_2    Equals MeasureOf Angle G C B   MeasureOf Angle A_3    PointLiesOnLine B Line G A   PointLiesOnLine F Line A D   Perpendicular Line D F  Line G F   Perpendicular Line G B  Line C B   Perpendicular Line G F  Line G C  
56,x=60-33,27,"[""IsIncenterOf(Point(P),Triangle(A,E,C))"", ""Find(MeasureOf(Angle(D,A,C)))"", ""Equals(MeasureOf(Angle(F, A, P)), 33)"", ""Equals(LengthOf(Line(A, B)), 10.9)"", ""Equals(LengthOf(Line(P, A)), 13)"", ""Equals(LengthOf(Line(E, P)), 14.9)"", ""Equals(MeasureOf(Angle(P, C, D)), 28.5)"", ""PointLiesOnLine(D, Line(E, C))"", ""PointLiesOnLine(H, Line(E, P))"", ""PointLiesOnLine(I, Line(E, P))"", ""PointLiesOnLine(H, Line(E, B))"", ""PointLiesOnLine(P, Line(E, B))"", ""PointLiesOnLine(I, Line(E, B))"", ""PointLiesOnLine(F, Line(E, A))"", ""PointLiesOnLine(H, Line(E, I))"", ""PointLiesOnLine(P, Line(F, C))"", ""PointLiesOnLine(G, Line(F, J))"", ""PointLiesOnLine(B, Line(A, C))"", ""PointLiesOnLine(P, Line(A, D))"", ""PointLiesOnLine(P, Line(J, D))"", ""PointLiesOnLine(I, Line(H, P))"", ""PointLiesOnLine(P, Line(H, B))"", ""PointLiesOnLine(I, Line(H, B))"", ""PointLiesOnLine(P, Line(B, I))"", ""Perpendicular(Line(A, B), Line(P, B))"", ""Perpendicular(Line(F, P), Line(E, F))"", ""Perpendicular(Line(P, D), Line(E, D))""]",IsIncenterOf Point P Triangle AEC   Find MeasureOf Angle DAC    Equals MeasureOf Angle F A P   33  Equals LengthOf Line A B   10.9  Equals LengthOf Line P A   13  Equals LengthOf Line E P   14.9  Equals MeasureOf Angle P C D   28.5  PointLiesOnLine D Line E C   PointLiesOnLine H Line E P   PointLiesOnLine I Line E P   PointLiesOnLine H Line E B   PointLiesOnLine P Line E B   PointLiesOnLine I Line E B   PointLiesOnLine F Line E A   PointLiesOnLine H Line E I   PointLiesOnLine P Line F C   PointLiesOnLine G Line F J   PointLiesOnLine B Line A C   PointLiesOnLine P Line A D   PointLiesOnLine P Line J D   PointLiesOnLine I Line H P   PointLiesOnLine P Line H B   PointLiesOnLine I Line H B   PointLiesOnLine P Line B I   Perpendicular Line A B  Line P B   Perpendicular Line F P  Line E F   Perpendicular Line P D  Line E D  
58,x=((180-69)-47)/2,32,"[""Equals(MeasureOf(Angle(A_4)),MeasureOf(Angle(A_5)))"", ""Find(MeasureOf(Angle(A_5)))"", ""Equals(MeasureOf(Angle(A, D, E)), MeasureOf(Angle(A_7)))"", ""Equals(MeasureOf(Angle(E, F, B)), 63)"", ""Equals(MeasureOf(Angle(F, E, D)), 69)"", ""Equals(MeasureOf(Angle(F, B, E)), MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(B, E, F)), MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(D, E, G)), 47)"", ""Equals(MeasureOf(Angle(E, A, D)), MeasureOf(Angle(A_6)))"", ""Equals(MeasureOf(Angle(D, A, G)), 136)"", ""Equals(MeasureOf(Angle(A, B, C)), MeasureOf(Angle(A_5)))"", ""Equals(MeasureOf(Angle(C, E, B)), MeasureOf(Angle(A_3)))"", ""Equals(MeasureOf(Angle(B, C, E)), MeasureOf(Angle(A_4)))"", ""PointLiesOnLine(E, Line(A, B))"", ""PointLiesOnLine(A, Line(B, G))"", ""PointLiesOnLine(E, Line(B, G))"", ""PointLiesOnLine(A, Line(E, G))"", ""PointLiesOnLine(E, Line(C, F))""]",Equals MeasureOf Angle A_4  MeasureOf Angle A_5    Find MeasureOf Angle A_5    Equals MeasureOf Angle A D E   MeasureOf Angle A_7    Equals MeasureOf Angle E F B   63  Equals MeasureOf Angle F E D   69  Equals MeasureOf Angle F B E   MeasureOf Angle A_2    Equals MeasureOf Angle B E F   MeasureOf Angle A_1    Equals MeasureOf Angle D E G   47  Equals MeasureOf Angle E A D   MeasureOf Angle A_6    Equals MeasureOf Angle D A G   136  Equals MeasureOf Angle A B C   MeasureOf Angle A_5    Equals MeasureOf Angle C E B   MeasureOf Angle A_3    Equals MeasureOf Angle B C E   MeasureOf Angle A_4    PointLiesOnLine E Line A B   PointLiesOnLine A Line B G   PointLiesOnLine E Line B G   PointLiesOnLine A Line E G   PointLiesOnLine E Line C F  
59,x=53,53,"[""Equals(MeasureOf(Angle(A_1)),53)"", ""Find(MeasureOf(Angle(A_3)))"", ""Equals(MeasureOf(Angle(L, W, N)), MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(G, X, E)), MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(I, Y, L)), MeasureOf(Angle(A_7)))"", ""Equals(MeasureOf(Angle(L, Y, Z)), MeasureOf(Angle(A_6)))"", ""Equals(MeasureOf(Angle(K, Y, M)), MeasureOf(Angle(A_5)))"", ""Equals(MeasureOf(Angle(E, Z, K)), MeasureOf(Angle(A_3)))"", ""Equals(MeasureOf(Angle(K, Z, H)), MeasureOf(Angle(A_4)))"", ""PointLiesOnLine(X, Line(Z, E))"", ""PointLiesOnLine(Y, Line(Z, I)) K))"", ""PointLiesOnLine(Z, Line(I, K))"", ""PointLiesOnLine(Y, Line(I, K))"", ""PointLiesOnLine(Z, Line(K, Y))"", ""PointLiesOnLine(W, Line(L, M))"", ""PointLiesOnLine(Y, Line(L, M))"", ""PointLiesOnLine(W, Line(L, Y))"", ""PointLiesOnLine(Y, Line(M, W))"", ""PointLiesOnLine(X, Line(G, N))"", ""PointLiesOnLine(W, Line(G, N))"", ""PointLiesOnLine(W, Line(G, X))"", ""PointLiesOnLine(X, Line(N, W))"", ""PointLiesOnLine(Z, Line(X, H))"", ""PointLiesOnLine(Z, Line(E, H))"", ""PointLiesOnLine(X, Line(E, H))"", ""Parallel(Line(G,N), Line(I,K))"", ""Parallel(Line(L,M), Line(E,H))""]",Equals MeasureOf Angle A_1  53  Find MeasureOf Angle A_3    Equals MeasureOf Angle L W N   MeasureOf Angle A_1    Equals MeasureOf Angle G X E   MeasureOf Angle A_2    Equals MeasureOf Angle I Y L   MeasureOf Angle A_7    Equals MeasureOf Angle L Y Z   MeasureOf Angle A_6    Equals MeasureOf Angle K Y M   MeasureOf Angle A_5    Equals MeasureOf Angle E Z K   MeasureOf Angle A_3    Equals MeasureOf Angle K Z H   MeasureOf Angle A_4    PointLiesOnLine X Line Z E   PointLiesOnLine Y Line Z I   K   PointLiesOnLine Z Line I K   PointLiesOnLine Y Line I K   PointLiesOnLine Z Line K Y   PointLiesOnLine W Line L M   PointLiesOnLine Y Line L M   PointLiesOnLine W Line L Y   PointLiesOnLine Y Line M W   PointLiesOnLine X Line G N   PointLiesOnLine W Line G N   PointLiesOnLine W Line G X   PointLiesOnLine X Line N W   PointLiesOnLine Z Line X H   PointLiesOnLine Z Line E H   PointLiesOnLine X Line E H   Parallel Line GN  Line IK   Parallel Line LM  Line EH  
62,x=(7+9)/2,8,"[""Circle(F)"", ""Equals(LengthOf(Line(A,B)),Line(B,C))"", ""Equals(LengthOf(Line(D,F)),3x-7)"", ""Equals(LengthOf(Line(F,E)),x+9)"", ""Find(x)"", ""PointLiesOnLine(E, Line(C, B))"", ""PointLiesOnLine(D, Line(B, A))"", ""PointLiesOnCircle(C, Circle(F, radius_5_0))"", ""PointLiesOnCircle(B, Circle(F, radius_5_0))"", ""PointLiesOnCircle(A, Circle(F, radius_5_0))"", ""Perpendicular(Line(C, E), Line(E, F))"", ""Perpendicular(Line(D, F), Line(D, A))""]",Circle F  Equals LengthOf Line AB  Line BC   Equals LengthOf Line DF  3x-7  Equals LengthOf Line FE  x+9  Find x  PointLiesOnLine E Line C B   PointLiesOnLine D Line B A   PointLiesOnCircle C Circle F radius_5_0   PointLiesOnCircle B Circle F radius_5_0   PointLiesOnCircle A Circle F radius_5_0   Perpendicular Line C E  Line E F   Perpendicular Line D F  Line D A  
63,x=(180-110)/2,35,"[""Find(y)"", ""Equals(MeasureOf(Angle(C, E, D)), 2y)"", ""Equals(MeasureOf(Angle(F, D, E)), 110)"", ""Equals(MeasureOf(Angle(E, C, F)), 78)"", ""Equals(MeasureOf(Angle(C, F, D)), x+36)"", ""Parallel(Line(C, E), Line(F, D))""]",Find y  Equals MeasureOf Angle C E D   2y  Equals MeasureOf Angle F D E   110  Equals MeasureOf Angle E C F   78  Equals MeasureOf Angle C F D   x+36  Parallel Line C E  Line F D  
64,x=90-(2*(90/3)),30,"[""Equals(MeasureOf(Angle(A_2)),2x)"", ""Equals(MeasureOf(Angle(A_3)),x)"", ""Find(MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(H, G, A)), MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(F, H, G)), MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(A, J, H)), MeasureOf(Angle(A_3)))"", ""PointLiesOnLine(A, Line(J, G))"", ""PointLiesOnLine(B, Line(J, G))"", ""PointLiesOnLine(A, Line(J, B))"", ""PointLiesOnLine(B, Line(H, F))"", ""PointLiesOnLine(B, Line(G, A))"", ""PointLiesOnCircle(J, Circle(A, radius_4_0))"", ""PointLiesOnCircle(H, Circle(A, radius_4_0))"", ""PointLiesOnCircle(G, Circle(A, radius_4_0))"", ""PointLiesOnCircle(F, Circle(A, radius_4_0))"", ""Perpendicular(Line(G, B), Line(H, B))"", ""Perpendicular(Line(H, G), Line(J, H))""]",Equals MeasureOf Angle A_2  2x  Equals MeasureOf Angle A_3  x  Find MeasureOf Angle A_1    Equals MeasureOf Angle H G A   MeasureOf Angle A_2    Equals MeasureOf Angle F H G   MeasureOf Angle A_1    Equals MeasureOf Angle A J H   MeasureOf Angle A_3    PointLiesOnLine A Line J G   PointLiesOnLine B Line J G   PointLiesOnLine A Line J B   PointLiesOnLine B Line H F   PointLiesOnLine B Line G A   PointLiesOnCircle J Circle A radius_4_0   PointLiesOnCircle H Circle A radius_4_0   PointLiesOnCircle G Circle A radius_4_0   PointLiesOnCircle F Circle A radius_4_0   Perpendicular Line G B  Line H B   Perpendicular Line H G  Line J H  
69,x=90-65,25,"[""Find(MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(G, D, E)), MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(F, D, G)), MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(D, E, F)), 25)"", ""Equals(MeasureOf(Angle(E, F, D)), 65)"", ""PointLiesOnLine(G, Line(E, F))"", ""Perpendicular(Line(D, G), Line(E, G))""]",Find MeasureOf Angle A_2    Equals MeasureOf Angle G D E   MeasureOf Angle A_1    Equals MeasureOf Angle F D G   MeasureOf Angle A_2    Equals MeasureOf Angle D E F   25  Equals MeasureOf Angle E F D   65  PointLiesOnLine G Line E F   Perpendicular Line D G  Line E G  
71,x=90/15,6,"[""Triangle(E,F,G)"", ""BisectsAngle(Line(E,H),Angle(E))"", ""Find(x)"", ""Equals(MeasureOf(Angle(H, E, F)), MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(G, E, H)), MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(F, H, E)), 15x)"", ""PointLiesOnLine(H, Line(F, G))""]",Triangle EFG  BisectsAngle Line EH Angle E   Find x  Equals MeasureOf Angle H E F   MeasureOf Angle A_1    Equals MeasureOf Angle G E H   MeasureOf Angle A_2    Equals MeasureOf Angle F H E   15x  PointLiesOnLine H Line F G  
72,x=90-38,52,"[""Find(MeasureOf(Angle(A_4)))"", ""Equals(MeasureOf(Angle(W, T, Z)), MeasureOf(Angle(A_4)))"", ""Equals(MeasureOf(Angle(Z, W, T)), MeasureOf(Angle(A_3)))"", ""Equals(MeasureOf(Angle(X, W, Y)), MeasureOf(Angle(A_2)))"", ""Equals(MeasureOf(Angle(Z, T, Y)), MeasureOf(Angle(A_1)))"", ""Equals(MeasureOf(Angle(T, Y, Z)), 52)"", ""Equals(MeasureOf(Angle(Z, Y, X)), 38)"", ""PointLiesOnLine(Z, Line(Y, W))"", ""Perpendicular(Line(W, T), Line(W, X))"", ""Perpendicular(Line(T, Z), Line(Z, Y))"", ""Perpendicular(Line(Y, T), Line(Y, X))"", ""Perpendicular(Line(X, W), Line(X, Y))""]",Find MeasureOf Angle A_4    Equals MeasureOf Angle W T Z   MeasureOf Angle A_4    Equals MeasureOf Angle Z W T   MeasureOf Angle A_3    Equals MeasureOf Angle X W Y   MeasureOf Angle A_2    Equals MeasureOf Angle Z T Y   MeasureOf Angle A_1    Equals MeasureOf Angle T Y Z   52  Equals MeasureOf Angle Z Y X   38  PointLiesOnLine Z Line Y W   Perpendicular Line W T  Line W X   Perpendicular Line T Z  Line Z Y   Perpendicular Line Y T  Line Y X   Perpendicular Line X W  Line X Y  
74,x=45,45,"[""Find(x)"", ""Equals(LengthOf(Line(A, C)), 12)"", ""Equals(MeasureOf(Angle(B, A, C)), x)"", ""Equals(LengthOf(Line(A, B)), y)"", ""Perpendicular(Line(B, C), Line(B, D))"", ""Equals(LengthOf(Line(A, D)), LengthOf(Line(B, D)))""]",Find x  Equals LengthOf Line A C   12  Equals MeasureOf Angle B A C   x  Equals LengthOf Line A B   y  Perpendicular Line B C  Line B D   Equals LengthOf Line A D   LengthOf Line B D   
